N,P,K,temperature,humidity,ph,rainfall,soil_type,season,district,region,label
115.07,64.82,133.27,27.21,73.18,5.59,107.23,Laterite,Zaid,Uttara Kannada,Coastal Karnataka,coconut
21.68,43.43,33.54,25.52,47.97,6.54,217.56,Black,Rabi,Koppala,North Karnataka,chickpea
141.99,41.95,161.33,31.9,73.35,6.04,83.93,Loamy,Zaid,Bagalkote,North Karnataka,papaya
81.83,52.55,97.41,34.53,37.57,6.01,190.67,Loamy,Zaid,Mysuru,South Karnataka,watermelon
114.95,41.89,74.37,21.67,80.58,6.82,340.82,Loamy,Kharif,Hassan,Malnad,mulberry
40.0,23.04,37.98,30.45,56.81,6.44,431.35,Red,Kharif,Koppala,North Karnataka,jowar
74.85,44.1,33.29,27.85,57.46,6.07,405.2,Red,Kharif,Vijayapura,North Karnataka,bajra
88.71,50.0,74.59,25.02,54.0,6.65,139.28,Black,Rabi,Bagalkote,North Karnataka,chilli
161.13,33.61,101.44,26.52,80.12,5.96,197.82,Laterite,Rabi,Uttara Kannada,Coastal Karnataka,coffee
117.85,43.9,84.69,26.89,84.52,5.86,2037.52,Laterite,Kharif,Shivamogga,Malnad,coffee
272.49,78.71,103.24,26.77,66.23,7.23,345.85,Loamy,Kharif,Mandya,South Karnataka,sugarcane
93.83,40.23,40.41,24.69,64.32,7.37,522.74,Loamy,Kharif,Belagavi,North Karnataka,maize
137.61,58.71,153.55,25.84,80.37,5.58,339.56,Laterite,Rabi,Udupi,Coastal Karnataka,coconut
117.83,37.42,122.74,27.2,74.3,5.82,163.32,Laterite,Rabi,Uttara Kannada,Coastal Karnataka,coffee
60.7,45.86,50.0,17.36,60.51,6.1,245.51,Red,Rabi,Mysuru,South Karnataka,onion
65.57,37.01,33.05,27.87,41.46,6.94,235.68,Black,Rabi,Raichur,North Karnataka,jowar
192.44,41.14,84.02,23.9,74.11,6.5,128.27,Alluvial,Zaid,Shivamogga,Malnad,coffee
166.92,43.84,182.24,31.67,75.0,6.64,643.86,Black,Kharif,Haveri,North Karnataka,banana
148.14,34.13,88.75,27.12,70.26,6.19,64.3,Loamy,Zaid,Kodagu,Malnad,coffee
65.9,35.16,74.25,30.43,55.57,7.03,448.16,Black,Kharif,Dharwad,North Karnataka,mango
168.01,49.33,189.73,32.55,66.51,6.03,389.56,Red,Kharif,Raichur,North Karnataka,papaya
16.36,45.01,70.85,27.26,51.43,6.08,153.37,Red,Rabi,Yadgir,North Karnataka,groundnut
107.94,22.63,62.18,25.63,53.96,5.95,114.24,Red,Rabi,Vijayapura,North Karnataka,mango
22.81,49.77,49.68,25.27,65.21,6.86,383.59,Black,Kharif,Vijayapura,North Karnataka,blackgram
78.2,41.2,50.0,26.09,65.0,6.5,310.34,Red,Kharif,Tumakuru,South Karnataka,onion
54.37,20.0,51.71,34.15,77.84,5.39,196.43,Laterite,Zaid,Udupi,Coastal Karnataka,cashew
108.72,44.63,91.66,27.17,62.03,6.35,276.3,Red,Kharif,Chikkaballapura,South Karnataka,mulberry
195.54,56.55,133.58,25.4,76.65,6.65,158.0,Loamy,Rabi,Mandya,South Karnataka,coconut
65.9,37.9,67.56,34.48,71.77,6.5,168.15,Alluvial,Rabi,Dakshina Kannada,Coastal Karnataka,cashew
182.38,40.64,123.51,25.28,86.37,7.2,3540.38,Alluvial,Kharif,Udupi,Coastal Karnataka,coconut
88.86,36.59,100.44,31.49,51.72,7.21,80.76,Loamy,Zaid,Chamarajanagara,South Karnataka,mango
77.4,46.76,93.58,25.51,77.5,5.84,1772.84,Laterite,Kharif,Shivamogga,Malnad,cardamom
105.8,37.63,123.1,27.5,74.46,5.77,161.61,Laterite,Rabi,Uttara Kannada,Coastal Karnataka,coffee
155.7,42.11,185.37,25.1,77.76,5.76,153.61,Laterite,Rabi,Dakshina Kannada,Coastal Karnataka,arecanut
57.78,26.39,75.36,35.2,67.47,6.6,165.38,Sandy,Rabi,Tumakuru,South Karnataka,sapota
60.0,44.74,72.95,24.23,79.8,6.28,2085.36,Loamy,Kharif,Shivamogga,Malnad,ginger
67.74,45.94,60.0,23.75,58.22,6.92,146.61,Black,Rabi,Vijayapura,North Karnataka,sunflower
124.07,55.12,83.87,27.34,75.41,6.43,348.49,Red,Kharif,Tumakuru,South Karnataka,mulberry
77.24,37.28,95.55,26.35,43.08,6.95,484.07,Loamy,Kharif,Ramanagara,South Karnataka,mango
82.44,56.72,48.49,22.34,65.84,5.7,386.01,Red,Kharif,Mandya,South Karnataka,maize
143.13,44.42,179.95,34.17,84.34,6.91,233.72,Black,Zaid,Raichur,North Karnataka,banana
69.48,37.34,23.09,32.86,55.5,6.86,1290.05,Black,Kharif,Chitradurga,South Karnataka,ragi
82.29,39.57,80.33,27.75,76.5,6.5,307.94,Alluvial,Rabi,Udupi,Coastal Karnataka,pepper
71.91,50.0,75.96,24.92,52.56,7.33,385.85,Black,Rabi,Davanagere,North Karnataka,chilli
15.55,22.64,30.0,27.38,46.9,6.32,209.85,Red,Rabi,Chitradurga,South Karnataka,horsegram
86.97,52.67,61.99,30.44,52.42,6.45,319.74,Red,Kharif,Ballari,North Karnataka,cotton
45.27,28.81,44.85,20.03,50.16,6.74,285.61,Sandy,Zaid,Kolar,South Karnataka,guava
110.12,51.82,114.04,27.64,73.23,5.87,161.27,Laterite,Rabi,Uttara Kannada,Coastal Karnataka,coffee
22.92,59.23,68.54,30.13,57.38,6.27,179.53,Red,Rabi,Tumakuru,South Karnataka,groundnut
27.33,43.93,33.27,22.21,36.36,6.83,208.19,Black,Rabi,Raichur,North Karnataka,chickpea
180.52,40.21,199.82,27.85,85.0,6.35,199.07,Loamy,Rabi,Haveri,North Karnataka,banana
36.06,51.6,39.94,24.0,59.06,6.02,412.7,Red,Kharif,Dharwad,North Karnataka,kidneybeans
68.81,33.93,93.06,24.64,51.18,7.43,220.17,Loamy,Rabi,Mysuru,South Karnataka,mango
107.83,42.25,187.91,20.5,82.98,6.86,190.5,Black,Rabi,Raichur,North Karnataka,banana
68.68,31.34,106.32,25.37,85.6,6.23,2084.54,Loamy,Kharif,Shivamogga,Malnad,pepper
148.9,41.22,194.66,24.32,80.58,5.5,3526.06,Laterite,Kharif,Dakshina Kannada,Coastal Karnataka,arecanut
68.38,37.53,67.78,25.77,77.42,6.5,199.96,Alluvial,Rabi,Uttara Kannada,Coastal Karnataka,cashew
68.54,42.67,76.47,23.35,44.42,6.82,137.1,Black,Rabi,Vijayapura,North Karnataka,onion
78.21,37.7,28.94,26.01,42.34,7.17,187.04,Black,Rabi,Koppala,North Karnataka,jowar
123.89,47.68,155.87,23.84,81.63,5.79,215.46,Alluvial,Rabi,Mysuru,South Karnataka,banana
176.46,40.94,120.86,29.05,75.44,5.96,96.99,Laterite,Zaid,Dakshina Kannada,Coastal Karnataka,coconut
71.26,42.21,43.95,22.16,49.85,6.39,245.44,Red,Rabi,Chitradurga,South Karnataka,sunflower
116.77,49.15,74.1,24.88,62.75,6.38,298.4,Red,Rabi,Kolar,South Karnataka,mulberry
70.41,23.3,82.4,31.36,57.62,6.27,401.29,Red,Kharif,Bagalkote,North Karnataka,mango
141.75,43.97,144.05,29.32,80.54,7.19,2450.07,Alluvial,Kharif,Uttara Kannada,Coastal Karnataka,coconut
80.0,46.02,60.0,21.4,52.01,6.64,188.58,Black,Rabi,Haveri,North Karnataka,maize
77.36,36.09,36.64,27.35,46.08,7.33,220.44,Black,Rabi,Koppala,North Karnataka,jowar
86.26,58.38,63.19,29.57,57.38,6.63,138.31,Sandy,Rabi,Ballari,North Karnataka,chilli
113.42,69.29,76.2,26.81,70.12,6.47,371.13,Sandy,Kharif,Tumakuru,South Karnataka,tomato
19.01,43.85,65.41,25.86,51.37,6.17,147.24,Red,Rabi,Bagalkote,North Karnataka,groundnut
89.54,53.19,49.81,22.77,77.35,6.32,211.62,Red,Rabi,Chikkamagaluru,Malnad,maize
133.69,41.14,162.23,32.88,84.25,6.78,78.57,Loamy,Zaid,Mandya,South Karnataka,banana
94.3,27.38,87.3,24.53,54.52,6.29,189.39,Sandy,Rabi,Tumakuru,South Karnataka,mango
155.97,72.0,152.99,32.78,82.06,6.03,178.4,Red,Zaid,Chitradurga,South Karnataka,banana
114.96,48.11,82.95,26.02,73.52,6.5,113.01,Alluvial,Zaid,Uttara Kannada,Coastal Karnataka,coffee
135.98,45.29,142.28,29.44,77.1,5.77,171.58,Laterite,Rabi,Uttara Kannada,Coastal Karnataka,arecanut
194.32,75.36,147.55,23.67,75.44,6.9,177.68,Loamy,Rabi,Shivamogga,Malnad,coconut
84.4,48.24,65.22,22.65,58.48,6.98,207.6,Alluvial,Rabi,Mysuru,South Karnataka,tomato
101.05,41.64,51.09,25.71,80.0,6.64,360.39,Loamy,Kharif,Mandya,South Karnataka,rice
26.78,47.3,31.22,24.29,34.91,6.18,206.8,Red,Rabi,Raichur,North Karnataka,chickpea
50.63,37.83,43.22,25.83,77.75,6.04,427.16,Loamy,Kharif,Ramanagara,South Karnataka,sapota
225.75,97.35,106.76,27.5,60.0,7.5,151.19,Black,Rabi,Vijayapura,North Karnataka,sugarcane
108.39,60.67,120.03,24.92,70.6,5.95,137.09,Laterite,Zaid,Shivamogga,Malnad,coconut
19.11,57.54,70.55,28.34,53.54,6.42,151.18,Red,Rabi,Bagalkote,North Karnataka,groundnut
82.39,41.89,45.93,22.29,56.28,7.19,127.99,Loamy,Rabi,Mandya,South Karnataka,maize
163.24,45.67,163.71,31.91,76.77,6.06,76.03,Red,Zaid,Mandya,South Karnataka,banana
72.23,41.46,78.65,29.95,63.23,6.4,410.85,Red,Kharif,Raichur,North Karnataka,cotton
40.0,21.73,32.31,33.16,57.33,5.54,404.78,Red,Kharif,Bagalkote,North Karnataka,jowar
68.32,58.2,92.01,35.55,37.92,6.28,107.02,Red,Zaid,Koppala,North Karnataka,watermelon
131.23,40.25,78.72,25.02,78.09,6.2,322.29,Loamy,Kharif,Tumakuru,South Karnataka,mulberry
110.87,40.7,73.37,20.27,61.81,6.74,205.47,Loamy,Rabi,Mysuru,South Karnataka,mulberry
100.95,40.26,44.5,19.01,76.14,6.13,200.41,Loamy,Rabi,Chikkamagaluru,Malnad,maize
40.0,21.51,38.43,31.81,50.04,6.28,567.46,Red,Kharif,Kalaburagi,North Karnataka,jowar
161.64,43.34,197.12,34.1,82.75,6.94,59.22,Black,Zaid,Vijayapura,North Karnataka,banana
111.88,44.57,194.59,28.56,77.1,6.73,79.72,Alluvial,Zaid,Mandya,South Karnataka,banana
84.82,40.01,59.83,19.92,57.9,6.05,149.82,Loamy,Rabi,Mandya,South Karnataka,maize
91.21,22.26,84.04,24.56,49.4,6.4,352.33,Red,Kharif,Tumakuru,South Karnataka,mango
60.0,41.19,60.0,27.18,59.38,6.2,849.98,Loamy,Kharif,Haveri,North Karnataka,cotton
141.71,71.16,147.21,23.79,77.21,6.21,226.54,Loamy,Rabi,Shivamogga,Malnad,arecanut
28.97,42.15,33.09,19.13,51.64,6.6,133.32,Black,Rabi,Bagalkote,North Karnataka,chickpea
83.4,21.68,106.61,25.85,56.27,5.64,350.47,Red,Rabi,Davanagere,North Karnataka,tobacco
123.96,45.82,170.82,21.97,76.88,6.56,230.89,Alluvial,Rabi,Mysuru,South Karnataka,banana
22.13,40.87,24.02,33.0,66.21,6.75,543.28,Black,Kharif,Yadgir,North Karnataka,pigeonpeas
95.33,40.27,111.54,24.65,84.31,5.88,3367.75,Laterite,Kharif,Dakshina Kannada,Coastal Karnataka,pepper
64.19,57.64,44.23,24.43,62.6,6.29,449.52,Red,Kharif,Dharwad,North Karnataka,sunflower
78.57,39.58,79.8,20.9,56.72,5.74,123.84,Black,Rabi,Bagalkote,North Karnataka,guava
29.25,47.73,33.13,22.9,58.92,7.92,136.3,Red,Rabi,Bagalkote,North Karnataka,chickpea
74.07,44.69,67.25,19.85,49.3,6.76,217.5,Alluvial,Rabi,Mysuru,South Karnataka,onion
91.15,44.61,43.97,29.99,56.48,5.86,539.48,Red,Kharif,Davanagere,North Karnataka,maize
67.69,49.07,60.0,26.53,42.17,7.27,175.55,Black,Rabi,Ballari,North Karnataka,sunflower
84.93,50.0,78.21,27.73,51.0,7.37,198.31,Black,Rabi,Raichur,North Karnataka,chilli
24.24,44.12,30.73,29.33,67.52,6.52,368.8,Black,Kharif,Koppala,North Karnataka,mungbean
246.34,77.47,139.11,31.33,67.06,6.44,202.11,Red,Rabi,Mysuru,South Karnataka,sugarcane
20.47,44.11,75.1,29.33,67.88,6.57,510.18,Black,Kharif,Yadgir,North Karnataka,groundnut
180.38,62.12,176.65,27.88,94.9,6.48,3268.42,Laterite,Kharif,Dakshina Kannada,Coastal Karnataka,coconut
16.14,20.85,30.0,25.33,56.02,5.76,131.72,Red,Rabi,Chamarajanagara,South Karnataka,horsegram
80.0,47.91,60.0,24.68,63.67,7.45,787.5,Black,Kharif,Haveri,North Karnataka,maize
40.0,21.15,49.79,23.34,69.07,6.48,150.03,Red,Rabi,Ramanagara,South Karnataka,sapota
127.17,52.43,196.29,24.2,85.97,6.25,1463.14,Loamy,Kharif,Chikkamagaluru,Malnad,arecanut
22.84,53.23,30.47,27.76,35.59,6.99,212.56,Red,Rabi,Chitradurga,South Karnataka,pigeonpeas
61.1,53.53,66.69,33.93,41.99,6.06,99.61,Red,Zaid,Koppala,North Karnataka,watermelon
40.62,30.21,40.91,27.79,69.0,6.99,330.56,Loamy,Kharif,Bagalkote,North Karnataka,guava
197.85,54.32,116.27,23.44,74.75,5.98,102.25,Red,Zaid,Hassan,Malnad,coffee
72.24,45.54,78.0,21.6,53.8,6.94,146.4,Black,Rabi,Gadag,North Karnataka,onion
137.5,41.38,110.69,32.36,64.07,6.64,89.23,Loamy,Zaid,Bagalkote,North Karnataka,papaya
149.38,42.31,187.4,25.26,73.11,6.33,437.63,Red,Kharif,Vijayapura,North Karnataka,papaya
188.73,37.13,85.94,16.49,74.38,5.76,193.02,Laterite,Rabi,Shivamogga,Malnad,coffee
82.24,49.94,49.88,25.43,85.5,6.51,3434.4,Alluvial,Kharif,Dakshina Kannada,Coastal Karnataka,rice
63.15,42.52,60.44,20.43,86.4,6.07,380.53,Red,Kharif,Hassan,Malnad,ginger
188.63,50.86,145.96,22.87,85.19,6.86,392.21,Loamy,Kharif,Hassan,Malnad,coconut
103.9,30.11,97.86,26.72,87.14,6.01,1789.43,Loamy,Kharif,Shivamogga,Malnad,coffee
272.85,64.17,157.69,33.33,72.23,6.4,384.93,Red,Kharif,Mandya,South Karnataka,sugarcane
186.39,48.94,98.09,20.55,70.65,5.57,205.46,Laterite,Rabi,Chikkamagaluru,Malnad,coffee
63.85,20.0,62.98,32.94,77.69,5.5,208.4,Laterite,Rabi,Chikkamagaluru,Malnad,cashew
178.63,51.78,101.47,24.27,74.11,5.54,112.13,Laterite,Zaid,Chikkamagaluru,Malnad,coffee
82.41,49.05,43.59,24.42,70.36,6.08,665.83,Red,Kharif,Belagavi,North Karnataka,maize
48.36,39.41,47.14,26.63,66.71,6.78,199.65,Loamy,Rabi,Tumakuru,South Karnataka,guava
98.71,59.88,81.13,23.66,71.82,5.31,131.29,Laterite,Zaid,Shivamogga,Malnad,cardamom
155.7,40.53,193.9,24.83,82.71,6.13,127.63,Loamy,Rabi,Belagavi,North Karnataka,banana
40.11,35.14,53.86,22.18,77.8,7.39,418.88,Loamy,Kharif,Kolar,South Karnataka,sapota
111.65,51.45,124.73,27.49,79.71,5.52,115.8,Laterite,Zaid,Uttara Kannada,Coastal Karnataka,coffee
110.97,39.5,136.54,23.65,75.0,6.03,135.63,Loamy,Zaid,Shivamogga,Malnad,pepper
109.04,55.14,47.56,25.93,83.08,5.79,2961.38,Laterite,Kharif,Udupi,Coastal Karnataka,rice
25.43,50.97,38.98,24.39,49.14,6.25,128.75,Red,Rabi,Gadag,North Karnataka,chickpea
20.0,54.7,36.47,31.37,65.59,6.0,404.68,Red,Kharif,Koppala,North Karnataka,pigeonpeas
60.0,47.75,60.0,25.84,69.86,6.73,355.55,Loamy,Kharif,Mysuru,South Karnataka,turmeric
112.59,52.24,47.47,23.53,81.06,5.92,550.93,Laterite,Kharif,Kodagu,Malnad,rice
60.0,52.26,62.24,27.27,88.56,6.2,633.17,Loamy,Kharif,Kodagu,Malnad,ginger
20.06,43.13,38.31,29.7,61.9,6.15,437.08,Red,Kharif,Vijayapura,North Karnataka,pigeonpeas
254.44,96.42,109.36,25.4,65.63,6.9,134.14,Alluvial,Rabi,Mandya,South Karnataka,sugarcane
57.01,39.89,56.79,24.38,51.52,6.74,163.57,Loamy,Rabi,Ramanagara,South Karnataka,guava
197.45,47.95,180.5,30.48,75.0,5.82,354.07,Black,Kharif,Vijayapura,North Karnataka,banana
85.58,33.33,116.37,25.36,53.9,6.14,260.62,Loamy,Rabi,Kolar,South Karnataka,mango
121.43,41.41,74.33,20.52,80.05,6.36,360.69,Loamy,Kharif,Hassan,Malnad,mulberry
122.03,47.02,80.78,23.85,62.06,6.41,155.32,Red,Rabi,Mandya,South Karnataka,mulberry
112.78,55.37,154.39,23.05,76.32,6.42,195.68,Sandy,Rabi,Tumakuru,South Karnataka,banana
159.39,40.18,183.9,32.25,75.96,6.49,89.89,Loamy,Zaid,Belagavi,North Karnataka,banana
97.92,23.02,108.04,24.27,52.71,5.68,184.93,Red,Rabi,Mysuru,South Karnataka,mango
40.0,22.58,33.66,25.88,65.0,5.52,216.2,Red,Rabi,Chikkamagaluru,Malnad,jowar
74.65,49.9,49.04,26.68,48.96,6.51,198.25,Sandy,Rabi,Chitradurga,South Karnataka,sunflower
109.05,34.11,77.36,24.89,59.3,5.86,195.32,Sandy,Rabi,Tumakuru,South Karnataka,mango
20.34,46.77,73.16,27.52,46.7,6.22,150.43,Red,Rabi,Kalaburagi,North Karnataka,groundnut
103.06,29.38,93.48,28.37,43.71,6.22,130.11,Loamy,Zaid,Tumakuru,South Karnataka,mango
104.53,46.8,142.82,24.83,75.1,5.85,183.39,Laterite,Rabi,Chikkamagaluru,Malnad,arecanut
75.23,37.52,33.12,32.89,63.47,7.14,314.57,Black,Kharif,Bagalkote,North Karnataka,jowar
167.34,45.68,101.83,31.82,81.39,6.67,55.27,Black,Zaid,Vijayapura,North Karnataka,papaya
126.53,52.4,152.89,29.55,78.92,5.51,103.84,Laterite,Zaid,Dakshina Kannada,Coastal Karnataka,coconut
91.67,20.13,72.96,25.88,52.83,6.24,269.05,Red,Rabi,Chikkaballapura,South Karnataka,mango
23.84,41.71,68.89,32.94,48.73,6.11,525.02,Red,Kharif,Kalaburagi,North Karnataka,groundnut
155.27,40.08,165.59,20.35,76.65,6.81,230.88,Loamy,Rabi,Mysuru,South Karnataka,banana
142.47,47.29,84.63,23.72,60.95,6.37,163.0,Sandy,Rabi,Tumakuru,South Karnataka,mulberry
51.69,20.0,56.83,27.29,76.12,6.06,342.59,Laterite,Rabi,Udupi,Coastal Karnataka,cashew
74.07,58.19,71.38,31.86,67.18,6.24,489.61,Red,Kharif,Gadag,North Karnataka,cotton
24.73,43.29,37.77,26.23,66.22,6.54,444.32,Black,Kharif,Yadgir,North Karnataka,blackgram
95.73,46.85,99.93,31.11,47.96,6.68,171.72,Loamy,Zaid,Mysuru,South Karnataka,watermelon
136.25,41.63,190.82,21.79,82.73,6.27,136.26,Red,Rabi,Vijayapura,North Karnataka,banana
61.76,36.51,78.35,20.33,55.91,5.01,216.11,Black,Rabi,Chitradurga,South Karnataka,guava
92.91,43.54,57.55,18.55,77.26,5.98,216.65,Laterite,Rabi,Chikkamagaluru,Malnad,maize
42.31,32.88,40.0,26.73,65.04,6.55,404.99,Loamy,Kharif,Kolar,South Karnataka,ragi
61.4,56.48,48.91,24.43,61.03,6.35,386.3,Red,Kharif,Koppala,North Karnataka,sunflower
65.98,53.91,41.22,25.86,50.19,6.99,387.22,Sandy,Kharif,Ballari,North Karnataka,sunflower
74.23,33.4,99.65,24.26,77.02,6.27,180.32,Loamy,Rabi,Shivamogga,Malnad,pepper
40.0,24.23,47.86,24.69,80.76,6.44,78.14,Red,Zaid,Ramanagara,South Karnataka,sapota
232.85,73.77,101.61,32.04,67.45,6.53,138.93,Alluvial,Rabi,Mandya,South Karnataka,sugarcane
172.37,67.45,173.51,24.11,75.0,6.36,344.54,Red,Kharif,Vijayapura,North Karnataka,banana
80.13,49.87,60.08,29.51,60.76,6.18,413.27,Red,Kharif,Bagalkote,North Karnataka,cotton
74.41,42.58,82.06,27.67,76.49,6.5,99.93,Alluvial,Zaid,Dakshina Kannada,Coastal Karnataka,pepper
81.8,53.23,78.07,26.99,50.34,6.93,467.57,Sandy,Kharif,Raichur,North Karnataka,cotton
55.61,35.88,40.0,32.87,57.34,6.68,384.22,Loamy,Kharif,Bagalkote,North Karnataka,jowar
40.0,23.82,48.69,27.49,55.24,6.5,121.26,Red,Zaid,Tumakuru,South Karnataka,guava
17.38,40.07,39.79,30.01,65.18,6.3,557.71,Red,Kharif,Kalaburagi,North Karnataka,blackgram
20.0,44.31,48.52,31.47,65.59,6.52,1478.83,Sandy,Kharif,Chitradurga,South Karnataka,blackgram
76.7,36.68,80.39,27.71,79.62,6.5,216.08,Alluvial,Zaid,Udupi,Coastal Karnataka,pepper
40.0,24.09,42.09,28.54,66.55,6.02,174.91,Red,Zaid,Mysuru,South Karnataka,sapota
23.15,46.46,79.65,32.09,45.01,6.06,122.63,Red,Rabi,Yadgir,North Karnataka,groundnut
83.65,40.07,62.5,25.19,51.18,6.96,222.64,Loamy,Rabi,Bengaluru Rural,South Karnataka,tomato
62.11,24.54,70.1,34.11,43.53,6.28,71.25,Red,Zaid,Bagalkote,North Karnataka,mango
238.7,61.32,150.74,24.26,60.92,6.62,412.68,Black,Kharif,Vijayapura,North Karnataka,sugarcane
98.43,55.3,41.73,28.02,64.26,5.96,361.36,Red,Kharif,Dharwad,North Karnataka,maize
230.9,71.76,129.19,26.11,75.47,6.61,2191.52,Loamy,Kharif,Shivamogga,Malnad,sugarcane
251.32,78.46,132.19,26.04,60.8,6.64,471.03,Loamy,Kharif,Davanagere,North Karnataka,sugarcane
73.11,54.56,81.79,22.24,80.33,5.73,495.98,Laterite,Kharif,Kodagu,Malnad,ginger
118.37,46.83,81.17,19.44,72.23,6.5,218.84,Alluvial,Rabi,Shivamogga,Malnad,coffee
80.46,41.87,51.35,26.18,61.49,6.06,419.57,Loamy,Kharif,Dharwad,North Karnataka,onion
249.6,65.09,115.33,26.35,60.0,7.85,142.01,Black,Rabi,Vijayapura,North Karnataka,sugarcane
62.34,49.32,60.0,27.47,56.15,6.53,353.36,Black,Kharif,Vijayapura,North Karnataka,sunflower
40.0,22.48,45.57,32.11,66.86,6.21,74.11,Red,Zaid,Ramanagara,South Karnataka,sapota
192.09,53.76,164.01,31.66,72.6,7.28,57.23,Loamy,Zaid,Kodagu,Malnad,coconut
71.93,44.53,58.16,26.73,48.25,6.15,127.91,Red,Rabi,Bagalkote,North Karnataka,sunflower
193.52,49.98,199.96,28.96,76.62,6.14,69.15,Red,Zaid,Vijayapura,North Karnataka,banana
236.62,64.62,134.98,26.59,64.4,7.47,399.88,Loamy,Kharif,Mandya,South Karnataka,sugarcane
88.35,58.68,40.12,27.31,57.48,6.23,465.8,Red,Kharif,Davanagere,North Karnataka,sunflower
197.19,46.09,151.66,32.32,75.99,6.63,179.94,Alluvial,Zaid,Mysuru,South Karnataka,banana
114.47,58.92,47.47,26.17,89.66,5.59,2574.53,Laterite,Kharif,Uttara Kannada,Coastal Karnataka,rice
40.0,41.16,41.23,23.79,67.27,6.7,1845.51,Loamy,Kharif,Shivamogga,Malnad,kidneybeans
54.96,34.47,54.52,29.11,77.62,6.13,221.64,Loamy,Rabi,Chikkamagaluru,Malnad,cashew
60.99,58.17,50.0,21.72,56.54,6.38,178.22,Red,Rabi,Dharwad,North Karnataka,chilli
67.34,42.44,60.0,24.64,54.61,7.45,197.01,Black,Rabi,Koppala,North Karnataka,sunflower
151.84,43.0,130.36,23.65,70.0,5.94,177.97,Red,Rabi,Tumakuru,South Karnataka,coconut
66.62,36.13,83.01,24.09,47.74,7.0,616.85,Loamy,Kharif,Chamarajanagara,South Karnataka,mango
194.02,51.63,97.02,22.51,75.76,5.53,332.38,Laterite,Kharif,Hassan,Malnad,coffee
169.29,40.72,186.76,31.64,60.01,6.68,424.52,Black,Kharif,Vijayapura,North Karnataka,papaya
118.19,45.03,64.64,19.17,66.24,6.11,163.48,Sandy,Rabi,Tumakuru,South Karnataka,tomato
136.37,41.13,188.96,24.7,78.63,6.33,196.96,Red,Rabi,Tumakuru,South Karnataka,banana
38.07,35.03,21.84,25.34,51.5,7.31,146.8,Alluvial,Rabi,Mandya,South Karnataka,sesame
74.66,20.86,118.97,24.65,68.07,6.59,148.21,Loamy,Rabi,Hassan,Malnad,tobacco
61.03,32.45,66.65,25.3,46.79,6.17,273.62,Sandy,Rabi,Kolar,South Karnataka,mango
47.11,30.76,40.0,20.54,58.15,6.48,1498.72,Loamy,Kharif,Chikkamagaluru,Malnad,ragi
194.77,54.75,170.06,25.37,74.65,5.85,307.23,Sandy,Kharif,Tumakuru,South Karnataka,coconut
60.61,39.29,97.88,21.64,79.18,6.39,120.89,Loamy,Rabi,Kodagu,Malnad,pepper
168.92,79.22,197.25,25.54,89.68,6.16,151.34,Red,Rabi,Mandya,South Karnataka,coconut
16.61,20.78,30.0,25.6,59.14,5.89,304.72,Red,Rabi,Kolar,South Karnataka,horsegram
118.12,55.71,156.55,29.93,72.43,6.48,147.22,Sandy,Zaid,Chitradurga,South Karnataka,papaya
17.88,37.78,32.75,31.09,51.26,6.54,270.38,Sandy,Rabi,Chikkaballapura,South Karnataka,horsegram
49.11,37.77,45.0,25.99,72.71,6.4,208.88,Loamy,Rabi,Shivamogga,Malnad,cashew
60.0,38.55,37.93,27.11,43.0,6.82,146.41,Black,Rabi,Kalaburagi,North Karnataka,sesame
52.49,31.65,57.35,37.34,65.79,7.0,185.65,Sandy,Rabi,Tumakuru,South Karnataka,sapota
21.82,52.77,76.94,30.4,68.06,6.92,364.08,Loamy,Kharif,Tumakuru,South Karnataka,groundnut
84.86,21.97,118.63,25.64,41.03,5.69,149.26,Red,Rabi,Dharwad,North Karnataka,mango
87.82,53.27,80.71,20.18,75.29,6.37,546.72,Laterite,Kharif,Kodagu,Malnad,turmeric
22.59,35.14,37.34,30.13,57.33,6.93,166.49,Alluvial,Rabi,Mandya,South Karnataka,horsegram
154.89,40.14,129.22,22.44,85.65,5.58,541.21,Laterite,Kharif,Kodagu,Malnad,coconut
242.75,86.62,148.36,24.34,77.84,7.34,179.56,Alluvial,Rabi,Shivamogga,Malnad,sugarcane
49.18,35.07,40.0,27.92,40.61,6.91,150.82,Loamy,Rabi,Dharwad,North Karnataka,jowar
48.03,20.0,47.44,34.28,74.08,5.16,103.57,Laterite,Zaid,Uttara Kannada,Coastal Karnataka,cashew
80.46,46.67,83.25,29.0,75.16,6.5,95.44,Alluvial,Zaid,Dakshina Kannada,Coastal Karnataka,pepper
119.76,47.09,70.19,28.79,64.69,6.5,348.44,Red,Kharif,Kolar,South Karnataka,mulberry
80.0,41.67,60.0,31.32,53.15,7.18,443.03,Black,Kharif,Davanagere,North Karnataka,maize
24.25,39.7,23.46,23.74,58.62,6.69,220.89,Alluvial,Rabi,Mysuru,South Karnataka,horsegram
77.9,22.53,64.63,35.05,77.23,6.06,173.37,Sandy,Zaid,Chitradurga,South Karnataka,sapota
72.2,50.0,71.66,23.92,54.21,6.83,190.7,Black,Rabi,Koppala,North Karnataka,chilli
100.11,53.03,74.4,25.14,64.91,6.79,436.44,Sandy,Kharif,Kolar,South Karnataka,mulberry
262.84,85.45,138.98,24.96,64.05,6.22,186.44,Red,Rabi,Raichur,North Karnataka,sugarcane
